영역,유형,표준점수,남자,여자
사회탐구,사회·문화,71,643,650
사회탐구,사회·문화,70,16,14
사회탐구,사회·문화,69,1166,1247
사회탐구,사회·문화,68,1073,1528
사회탐구,사회·문화,67,397,476
사회탐구,사회·문화,66,2562,3431
사회탐구,사회·문화,65,1408,2099
사회탐구,사회·문화,64,1248,1532
사회탐구,사회·문화,63,3728,5705
사회탐구,사회·문화,62,1502,2459
사회탐구,사회·문화,61,2299,3174
사회탐구,사회·문화,60,4126,6786
사회탐구,사회·문화,59,1531,2565
사회탐구,사회·문화,58,3124,5067
사회탐구,사회·문화,57,3664,6620
사회탐구,사회·문화,56,1992,3035
사회탐구,사회·문화,55,3576,5816
사회탐구,사회·문화,54,3081,5360
사회탐구,사회·문화,53,6126,9580
사회탐구,사회·문화,52,2638,4228
사회탐구,사회·문화,51,2975,4603
사회탐구,사회·문화,50,3122,4818
사회탐구,사회·문화,49,2682,4009
사회탐구,사회·문화,48,3268,4738
사회탐구,사회·문화,47,2871,3991
사회탐구,사회·문화,46,3340,4218
사회탐구,사회·문화,45,3215,4107
사회탐구,사회·문화,44,3148,3903
사회탐구,사회·문화,43,3324,4143
사회탐구,사회·문화,42,3240,3645
사회탐구,사회·문화,41,3446,3882
사회탐구,사회·문화,40,3175,3482
사회탐구,사회·문화,39,3141,3359
사회탐구,사회·문화,38,3532,3279
사회탐구,사회·문화,37,2676,2697
사회탐구,사회·문화,36,2588,2658
사회탐구,사회·문화,35,2208,1895
사회탐구,사회·문화,34,2309,2055
사회탐구,사회·문화,33,1490,1326
사회탐구,사회·문화,32,1318,1137
사회탐구,사회·문화,31,913,865
사회탐구,사회·문화,30,686,548
사회탐구,사회·문화,29,497,407
사회탐구,사회·문화,28,190,133
사회탐구,사회·문화,27,260,208
사회탐구,사회·문화,25,91,88
과학탐구,물리 ll,67,4614,828
과학탐구,물리 ll,65,5604,1171
과학탐구,물리 ll,64,702,129
과학탐구,물리 ll,63,3175,686
과학탐구,물리 ll,62,3113,724
과학탐구,물리 ll,61,2590,668
과학탐구,물리 ll,60,1219,316
과학탐구,물리 ll,59,3887,1050
과학탐구,물리 ll,58,1276,303
과학탐구,물리 ll,57,1909,514
과학탐구,물리 ll,56,1503,485
과학탐구,물리 ll,55,3026,936
과학탐구,물리 ll,54,1312,421
과학탐구,물리 ll,53,1490,503
과학탐구,물리 ll,52,2796,1070
과학탐구,물리 ll,51,1530,572
과학탐구,물리 ll,50,1394,567
과학탐구,물리 ll,49,2998,1197
과학탐구,물리 ll,48,1651,609
과학탐구,물리 ll,47,1655,668
과학탐구,물리 ll,46,3482,1501
과학탐구,물리 ll,45,1866,866
과학탐구,물리 ll,44,2028,855
과학탐구,물리 ll,43,4342,1896
과학탐구,물리 ll,42,2264,1007
과학탐구,물리 ll,41,2338,972
과학탐구,물리 ll,40,4768,2038
과학탐구,물리 ll,39,2141,997
과학탐구,물리 ll,38,1985,849
과학탐구,물리 ll,37,3559,1519
과학탐구,물리 ll,36,1185,527
과학탐구,물리 ll,35,1071,522
과학탐구,물리 ll,34,1450,623
과학탐구,물리 ll,33,581,220
과학탐구,물리 ll,32,284,127
과학탐구,물리 ll,31,358,136
과학탐구,물리 ll,29,82,33
과학탐구,화학 ll,72,397,74
과학탐구,화학 ll,70,300,58
과학탐구,화학 ll,69,1558,384
과학탐구,화학 ll,68,129,31
과학탐구,화학 ll,67,3734,1093
과학탐구,화학 ll,66,1034,393
과학탐구,화학 ll,65,3108,1173
과학탐구,화학 ll,64,1942,780
과학탐구,화학 ll,63,2858,1216
과학탐구,화학 ll,62,3094,1370
과학탐구,화학 ll,61,2547,1171
과학탐구,화학 ll,60,3520,1803
과학탐구,화학 ll,59,2711,1392
과학탐구,화학 ll,58,6326,3541
과학탐구,화학 ll,57,3089,1607
과학탐구,화학 ll,56,3170,1871
과학탐구,화학 ll,55,2654,1598
과학탐구,화학 ll,54,3116,1878
과학탐구,화학 ll,53,2575,1575
과학탐구,화학 ll,52,2704,1617
과학탐구,화학 ll,51,2566,1599
과학탐구,화학 ll,50,2365,1573
과학탐구,화학 ll,49,4831,3201
과학탐구,화학 ll,48,2598,1674
과학탐구,화학 ll,47,2411,1606
과학탐구,화학 ll,46,2440,1690
과학탐구,화학 ll,45,2753,1799
과학탐구,화학 ll,44,2439,1616
과학탐구,화학 ll,43,3126,2013
과학탐구,화학 ll,42,2783,1833
과학탐구,화학 ll,41,2859,1929
과학탐구,화학 ll,40,6042,3700
과학탐구,화학 ll,39,3400,1980
과학탐구,화학 ll,38,2838,1579
과학탐구,화학 ll,37,2332,1268
과학탐구,화학 ll,36,3064,1625
과학탐구,화학 ll,35,1543,734
과학탐구,화학 ll,34,1791,887
과학탐구,화학 ll,33,1661,769
과학탐구,화학 ll,32,563,205
과학탐구,화학 ll,31,1280,519
과학탐구,화학 ll,30,197,86
과학탐구,화학 ll,29,220,86
과학탐구,화학 ll,27,70,33
과학탐구,생물 ll,69,955,412
과학탐구,생물 ll,68,1197,613
과학탐구,생물 ll,67,1406,751
과학탐구,생물 ll,66,842,441
과학탐구,생물 ll,65,2578,1487
과학탐구,생물 ll,64,3655,2291
과학탐구,생물 ll,63,2594,1681
과학탐구,생물 ll,62,1997,1229
과학탐구,생물 ll,61,3235,2107
과학탐구,생물 ll,60,2370,1567
과학탐구,생물 ll,59,6122,3945
과학탐구,생물 ll,58,2443,1578
과학탐구,생물 ll,57,3339,2110
과학탐구,생물 ll,56,2619,1690
과학탐구,생물 ll,55,2851,1744
과학탐구,생물 ll,54,5344,3467
과학탐구,생물 ll,53,3013,1825
과학탐구,생물 ll,52,2491,1598
과학탐구,생물 ll,51,2483,1553
과학탐구,생물 ll,50,2661,1605
과학탐구,생물 ll,49,4630,3017
과학탐구,생물 ll,48,2280,1468
과학탐구,생물 ll,47,2162,1342
과학탐구,생물 ll,46,2520,1442
과학탐구,생물 ll,45,2095,1232
과학탐구,생물 ll,44,4882,2657
과학탐구,생물 ll,43,2379,1313
과학탐구,생물 ll,42,2631,1406
과학탐구,생물 ll,41,2426,1290
과학탐구,생물 ll,40,2867,1566
과학탐구,생물 ll,39,2648,1342
과학탐구,생물 ll,38,5604,2823
과학탐구,생물 ll,37,2376,1118
과학탐구,생물 ll,36,2784,1325
과학탐구,생물 ll,35,2437,1006
과학탐구,생물 ll,34,1966,792
과학탐구,생물 ll,33,2655,1296
과학탐구,생물 ll,32,1150,482
과학탐구,생물 ll,31,608,286
과학탐구,생물 ll,30,279,103
과학탐구,생물 ll,29,364,188
과학탐구,생물 ll,28,120,59
과학탐구,지구과학 ll,73,231,60
과학탐구,지구과학 ll,71,162,71
과학탐구,지구과학 ll,70,893,291
과학탐구,지구과학 ll,69,61,30
과학탐구,지구과학 ll,68,773,363
과학탐구,지구과학 ll,67,1476,599
과학탐구,지구과학 ll,66,384,205
과학탐구,지구과학 ll,65,1747,837
과학탐구,지구과학 ll,64,1702,802
과학탐구,지구과학 ll,63,1050,628
과학탐구,지구과학 ll,62,2374,1309
과학탐구,지구과학 ll,61,1676,866
과학탐구,지구과학 ll,60,1918,1250
과학탐구,지구과학 ll,59,2701,1464
과학탐구,지구과학 ll,58,1871,1084
과학탐구,지구과학 ll,57,2618,1602
과학탐구,지구과학 ll,56,2403,1324
과학탐구,지구과학 ll,55,2213,1360
과학탐구,지구과학 ll,54,2648,1575
과학탐구,지구과학 ll,53,2219,1265
과학탐구,지구과학 ll,52,2584,1602
과학탐구,지구과학 ll,51,2402,1349
과학탐구,지구과학 ll,50,2334,1378
과학탐구,지구과학 ll,49,2593,1464
과학탐구,지구과학 ll,48,2146,1270
과학탐구,지구과학 ll,47,2457,1442
과학탐구,지구과학 ll,46,2124,1216
과학탐구,지구과학 ll,45,2203,1304
과학탐구,지구과학 ll,44,2244,1240
과학탐구,지구과학 ll,43,2101,1184
과학탐구,지구과학 ll,42,2360,1343
과학탐구,지구과학 ll,41,1777,1085
과학탐구,지구과학 ll,40,4082,2398
과학탐구,지구과학 ll,39,1776,993
과학탐구,지구과학 ll,38,1859,1053
과학탐구,지구과학 ll,37,1411,762
과학탐구,지구과학 ll,36,1611,840
과학탐구,지구과학 ll,35,1320,666
과학탐구,지구과학 ll,34,1074,535
과학탐구,지구과학 ll,33,1090,493
과학탐구,지구과학 ll,32,572,292
과학탐구,지구과학 ll,31,659,321
과학탐구,지구과학 ll,30,308,135
과학탐구,지구과학 ll,29,313,122
과학탐구,지구과학 ll,28,198,84
과학탐구,지구과학 ll,27,73,25
과학탐구,지구과학 ll,26,125,48
과학탐구,지구과학 ll,24,53,26
과학탐구,물리 lll,72,108,7
과학탐구,물리 lll,71,100,5
과학탐구,물리 lll,70,196,11
과학탐구,물리 lll,69,54,1
과학탐구,물리 lll,68,307,17
과학탐구,물리 lll,67,220,11
과학탐구,물리 lll,66,643,38
과학탐구,물리 lll,65,249,17
과학탐구,물리 lll,64,384,39
과학탐구,물리 lll,63,367,25
과학탐구,물리 lll,62,304,28
과학탐구,물리 lll,61,458,42
과학탐구,물리 lll,60,703,77
과학탐구,물리 lll,59,349,38
과학탐구,물리 lll,58,313,29
과학탐구,물리 lll,57,372,45
과학탐구,물리 lll,56,318,44
과학탐구,물리 lll,55,336,52
과학탐구,물리 lll,54,694,93
과학탐구,물리 lll,53,341,51
과학탐구,물리 lll,52,358,47
과학탐구,물리 lll,51,361,64
과학탐구,물리 lll,50,410,61
과학탐구,물리 lll,49,402,62
과학탐구,물리 lll,48,935,116
과학탐구,물리 lll,47,519,81
과학탐구,물리 lll,46,502,71
과학탐구,물리 lll,45,516,86
과학탐구,물리 lll,44,578,93
과학탐구,물리 lll,43,548,79
과학탐구,물리 lll,42,1112,184
과학탐구,물리 lll,41,636,95
과학탐구,물리 lll,40,554,75
과학탐구,물리 lll,39,644,109
과학탐구,물리 lll,38,459,60
과학탐구,물리 lll,37,343,57
과학탐구,물리 lll,36,610,89
과학탐구,물리 lll,35,185,16
과학탐구,물리 lll,34,173,23
과학탐구,물리 lll,33,94,11
과학탐구,물리 lll,32,67,2
과학탐구,물리 lll,31,67,2
과학탐구,물리 lll,30,29,0
과학탐구,화학 lll,72,348,56
과학탐구,화학 lll,70,391,92
과학탐구,화학 lll,69,618,135
과학탐구,화학 lll,68,1315,319
과학탐구,화학 lll,67,450,109
과학탐구,화학 lll,66,923,308
과학탐구,화학 lll,65,842,234
과학탐구,화학 lll,64,662,213
과학탐구,화학 lll,63,1721,582
과학탐구,화학 lll,62,909,289
과학탐구,화학 lll,61,846,338
과학탐구,화학 lll,60,682,252
과학탐구,화학 lll,59,1668,627
과학탐구,화학 lll,58,790,310
과학탐구,화학 lll,57,818,355
과학탐구,화학 lll,56,665,311
과학탐구,화학 lll,55,1512,728
과학탐구,화학 lll,54,674,382
과학탐구,화학 lll,53,801,398
과학탐구,화학 lll,52,675,344
과학탐구,화학 lll,51,1431,819
과학탐구,화학 lll,50,707,421
과학탐구,화학 lll,49,872,495
과학탐구,화학 lll,48,797,468
과학탐구,화학 lll,47,1992,1064
과학탐구,화학 lll,46,1010,573
과학탐구,화학 lll,45,1282,666
과학탐구,화학 lll,44,1133,581
과학탐구,화학 lll,43,2810,1414
과학탐구,화학 lll,42,1432,675
과학탐구,화학 lll,41,1647,740
과학탐구,화학 lll,40,1299,586
과학탐구,화학 lll,39,1547,696
과학탐구,화학 lll,38,2344,1036
과학탐구,화학 lll,37,1031,490
과학탐구,화학 lll,36,595,234
과학탐구,화학 lll,35,531,241
과학탐구,화학 lll,34,539,200
과학탐구,화학 lll,33,203,83
과학탐구,화학 lll,31,68,27
과학탐구,생물 lll,70,417,339
과학탐구,생물 lll,68,340,262
과학탐구,생물 lll,67,975,795
과학탐구,생물 lll,66,918,812
과학탐구,생물 lll,65,929,757
과학탐구,생물 lll,64,458,435
과학탐구,생물 lll,63,1221,1128
과학탐구,생물 lll,62,1618,1568
과학탐구,생물 lll,61,1180,1083
과학탐구,생물 lll,60,778,725
과학탐구,생물 lll,59,1126,1077
과학탐구,생물 lll,58,860,860
과학탐구,생물 lll,57,1906,1890
과학탐구,생물 lll,56,782,787
과학탐구,생물 lll,55,891,921
과학탐구,생물 lll,54,808,910
과학탐구,생물 lll,53,800,866
과학탐구,생물 lll,52,1810,1793
과학탐구,생물 lll,51,952,979
과학탐구,생물 lll,50,921,905
과학탐구,생물 lll,49,914,928
과학탐구,생물 lll,48,973,1022
과학탐구,생물 lll,47,935,916
과학탐구,생물 lll,46,2048,2101
과학탐구,생물 lll,45,1062,1107
과학탐구,생물 lll,44,1054,1038
과학탐구,생물 lll,43,1152,1031
과학탐구,생물 lll,42,1201,1097
과학탐구,생물 lll,41,2238,1902
과학탐구,생물 lll,40,1064,893
과학탐구,생물 lll,39,1147,847
과학탐구,생물 lll,38,1059,768
과학탐구,생물 lll,37,1096,728
과학탐구,생물 lll,36,2069,1298
과학탐구,생물 lll,35,765,465
과학탐구,생물 lll,34,613,373
과학탐구,생물 lll,33,346,213
과학탐구,생물 lll,32,485,212
과학탐구,생물 lll,31,385,161
과학탐구,생물 lll,30,143,60
과학탐구,생물 lll,28,75,36
과학탐구,지구과학 lll,73,98,18
과학탐구,지구과학 lll,71,52,12
과학탐구,지구과학 lll,70,181,32
과학탐구,지구과학 lll,69,30,2
과학탐구,지구과학 lll,68,199,47
과학탐구,지구과학 lll,67,327,82
과학탐구,지구과학 lll,66,311,71
과학탐구,지구과학 lll,65,198,52
과학탐구,지구과학 lll,64,241,50
과학탐구,지구과학 lll,63,315,81
과학탐구,지구과학 lll,62,207,53
과학탐구,지구과학 lll,61,307,75
과학탐구,지구과학 lll,60,280,78
과학탐구,지구과학 lll,59,578,148
과학탐구,지구과학 lll,58,257,80
과학탐구,지구과학 lll,57,294,90
과학탐구,지구과학 lll,56,247,80
과학탐구,지구과학 lll,55,285,87
과학탐구,지구과학 lll,54,333,108
과학탐구,지구과학 lll,53,280,83
과학탐구,지구과학 lll,52,302,120
과학탐구,지구과학 lll,51,315,105
과학탐구,지구과학 lll,50,726,228
과학탐구,지구과학 lll,49,369,101
과학탐구,지구과학 lll,48,427,159
과학탐구,지구과학 lll,47,397,143
과학탐구,지구과학 lll,46,431,152
과학탐구,지구과학 lll,45,438,150
과학탐구,지구과학 lll,44,421,145
과학탐구,지구과학 lll,43,443,133
과학탐구,지구과학 lll,42,437,130
과학탐구,지구과학 lll,41,901,271
과학탐구,지구과학 lll,40,379,120
과학탐구,지구과학 lll,39,332,105
과학탐구,지구과학 lll,38,264,97
과학탐구,지구과학 lll,37,281,70
과학탐구,지구과학 lll,36,247,72
과학탐구,지구과학 lll,35,261,51
과학탐구,지구과학 lll,34,172,54
과학탐구,지구과학 lll,33,85,24
과학탐구,지구과학 lll,32,150,45
과학탐구,지구과학 lll,31,42,11
과학탐구,지구과학 lll,30,31,10
과학탐구,지구과학 lll,28,20,9
직업탐구,농업 정보 관리,70,13,4
직업탐구,농업 정보 관리,68,1,6
직업탐구,농업 정보 관리,66,15,16
직업탐구,농업 정보 관리,65,2,0
직업탐구,농업 정보 관리,64,15,10
직업탐구,농업 정보 관리,63,23,18
직업탐구,농업 정보 관리,62,4,1
직업탐구,농업 정보 관리,61,25,16
직업탐구,농업 정보 관리,60,18,16
직업탐구,농업 정보 관리,59,6,9
직업탐구,농업 정보 관리,58,43,19
직업탐구,농업 정보 관리,57,12,12
직업탐구,농업 정보 관리,55,17,15
직업탐구,농업 정보 관리,54,37,37
직업탐구,농업 정보 관리,53,18,10
직업탐구,농업 정보 관리,52,28,31
직업탐구,농업 정보 관리,51,32,17
직업탐구,농업 정보 관리,50,19,13
직업탐구,농업 정보 관리,49,23,19
직업탐구,농업 정보 관리,48,32,20
직업탐구,농업 정보 관리,47,28,17
직업탐구,농업 정보 관리,45,24,20
직업탐구,농업 정보 관리,44,18,7
직업탐구,농업 정보 관리,43,21,10
직업탐구,농업 정보 관리,42,21,18
직업탐구,농업 정보 관리,41,19,11
직업탐구,농업 정보 관리,40,14,5
직업탐구,농업 정보 관리,39,12,6
직업탐구,농업 정보 관리,38,17,5
직업탐구,농업 정보 관리,37,13,7
직업탐구,농업 정보 관리,36,8,7
직업탐구,농업 정보 관리,34,8,5
직업탐구,농업 정보 관리,33,5,3
직업탐구,농업 정보 관리,32,7,5
직업탐구,농업 정보 관리,31,4,3
직업탐구,농업 정보 관리,30,4,4
직업탐구,농업 정보 관리,29,1,1
직업탐구,농업 정보 관리,28,4,1
직업탐구,농업 정보 관리,27,5,0
직업탐구,농업 정보 관리,26,5,2
직업탐구,농업 정보 관리,23,1,0
직업탐구,농업 정보 관리,22,3,1
직업탐구,농업 정보 관리,21,2,0
직업탐구,농업 정보 관리,20,4,0
직업탐구,농업 정보 관리,19,1,0
직업탐구,농업 정보 관리,18,0,1
직업탐구,정보 기술 기초,80,51,6
직업탐구,정보 기술 기초,78,40,8
직업탐구,정보 기술 기초,77,81,15
직업탐구,정보 기술 기초,76,16,4
직업탐구,정보 기술 기초,74,85,14
직업탐구,정보 기술 기초,73,82,9
직업탐구,정보 기술 기초,72,44,7
직업탐구,정보 기술 기초,71,133,34
직업탐구,정보 기술 기초,70,96,13
직업탐구,정보 기술 기초,69,89,23
직업탐구,정보 기술 기초,68,167,33
직업탐구,정보 기술 기초,66,109,25
직업탐구,정보 기술 기초,65,165,30
직업탐구,정보 기술 기초,64,205,33
직업탐구,정보 기술 기초,63,161,31
직업탐구,정보 기술 기초,62,204,42
직업탐구,정보 기술 기초,61,199,45
직업탐구,정보 기술 기초,60,235,48
직업탐구,정보 기술 기초,58,297,61
직업탐구,정보 기술 기초,57,264,62
직업탐구,정보 기술 기초,56,330,77
직업탐구,정보 기술 기초,55,373,81
직업탐구,정보 기술 기초,54,329,88
직업탐구,정보 기술 기초,53,456,111
직업탐구,정보 기술 기초,52,446,112
직업탐구,정보 기술 기초,50,510,130
직업탐구,정보 기술 기초,49,570,135
직업탐구,정보 기술 기초,48,547,133
직업탐구,정보 기술 기초,47,628,156
직업탐구,정보 기술 기초,46,553,152
직업탐구,정보 기술 기초,45,574,156
직업탐구,정보 기술 기초,44,625,157
직업탐구,정보 기술 기초,42,453,128
직업탐구,정보 기술 기초,41,489,137
직업탐구,정보 기술 기초,40,434,105
직업탐구,정보 기술 기초,39,322,86
직업탐구,정보 기술 기초,38,356,82
직업탐구,정보 기술 기초,37,198,53
직업탐구,정보 기술 기초,35,173,51
직업탐구,정보 기술 기초,34,126,37
직업탐구,정보 기술 기초,33,89,22
직업탐구,정보 기술 기초,32,63,17
직업탐구,정보 기술 기초,31,28,11
직업탐구,정보 기술 기초,30,31,13
직업탐구,정보 기술 기초,29,13,3
직업탐구,정보 기술 기초,27,10,3
직업탐구,정보 기술 기초,26,5,0
직업탐구,정보 기술 기초,25,4,3
직업탐구,정보 기술 기초,23,5,1
직업탐구,컴퓨터 일반,79,22,7
직업탐구,컴퓨터 일반,77,20,13
직업탐구,컴퓨터 일반,76,43,40
직업탐구,컴퓨터 일반,75,11,13
직업탐구,컴퓨터 일반,74,57,72
직업탐구,컴퓨터 일반,73,47,69
직업탐구,컴퓨터 일반,71,27,43
직업탐구,컴퓨터 일반,70,86,139
직업탐구,컴퓨터 일반,69,61,114
직업탐구,컴퓨터 일반,68,95,131
직업탐구,컴퓨터 일반,67,128,202
직업탐구,컴퓨터 일반,66,65,163
직업탐구,컴퓨터 일반,65,124,222
직업탐구,컴퓨터 일반,64,124,216
직업탐구,컴퓨터 일반,63,113,219
직업탐구,컴퓨터 일반,61,161,295
직업탐구,컴퓨터 일반,60,142,266
직업탐구,컴퓨터 일반,59,176,294
직업탐구,컴퓨터 일반,58,162,371
직업탐구,컴퓨터 일반,57,145,329
직업탐구,컴퓨터 일반,56,211,423
직업탐구,컴퓨터 일반,55,180,403
직업탐구,컴퓨터 일반,54,179,471
직업탐구,컴퓨터 일반,53,221,515
직업탐구,컴퓨터 일반,51,186,524
직업탐구,컴퓨터 일반,50,215,614
직업탐구,컴퓨터 일반,49,237,596
직업탐구,컴퓨터 일반,48,233,625
직업탐구,컴퓨터 일반,47,263,706
직업탐구,컴퓨터 일반,46,207,628
직업탐구,컴퓨터 일반,45,255,649
직업탐구,컴퓨터 일반,44,201,664
직업탐구,컴퓨터 일반,42,184,593
직업탐구,컴퓨터 일반,41,213,650
직업탐구,컴퓨터 일반,40,159,518
직업탐구,컴퓨터 일반,39,145,484
직업탐구,컴퓨터 일반,38,127,385
직업탐구,컴퓨터 일반,37,97,325
직업탐구,컴퓨터 일반,36,75,334
직업탐구,컴퓨터 일반,35,62,203
직업탐구,컴퓨터 일반,34,68,164
직업탐구,컴퓨터 일반,32,35,144
직업탐구,컴퓨터 일반,31,21,80
직업탐구,컴퓨터 일반,30,22,64
직업탐구,컴퓨터 일반,29,12,24
직업탐구,컴퓨터 일반,28,16,24
직업탐구,컴퓨터 일반,27,3,7
직업탐구,컴퓨터 일반,26,1,9
직업탐구,컴퓨터 일반,24,1,8
직업탐구,수산·해운 정보처리,70,4,1
직업탐구,수산·해운 정보처리,67,1,0
직업탐구,수산·해운 정보처리,66,5,1
직업탐구,수산·해운 정보처리,65,1,0
직업탐구,수산·해운 정보처리,63,5,0
직업탐구,수산·해운 정보처리,62,14,1
직업탐구,수산·해운 정보처리,61,5,0
직업탐구,수산·해운 정보처리,60,19,1
직업탐구,수산·해운 정보처리,58,11,2
직업탐구,수산·해운 정보처리,57,4,1
직업탐구,수산·해운 정보처리,56,24,3
직업탐구,수산·해운 정보처리,55,12,0
직업탐구,수산·해운 정보처리,54,8,0
직업탐구,수산·해운 정보처리,52,18,0
직업탐구,수산·해운 정보처리,51,16,0
직업탐구,수산·해운 정보처리,50,6,1
직업탐구,수산·해운 정보처리,49,7,2
직업탐구,수산·해운 정보처리,47,11,0
직업탐구,수산·해운 정보처리,46,16,0
직업탐구,수산·해운 정보처리,45,6,1
직업탐구,수산·해운 정보처리,44,7,0
직업탐구,수산·해운 정보처리,42,7,0
직업탐구,수산·해운 정보처리,41,7,1
직업탐구,수산·해운 정보처리,40,10,0
직업탐구,수산·해운 정보처리,39,7,1
직업탐구,수산·해운 정보처리,37,5,0
직업탐구,수산·해운 정보처리,36,5,0
직업탐구,수산·해운 정보처리,35,5,0
직업탐구,수산·해운 정보처리,34,3,0
직업탐구,수산·해운 정보처리,32,8,0
직업탐구,수산·해운 정보처리,31,4,0
직업탐구,수산·해운 정보처리,29,1,0
직업탐구,수산·해운 정보처리,28,1,0
직업탐구,수산·해운 정보처리,26,2,0
직업탐구,수산·해운 정보처리,25,1,0
직업탐구,수산·해운 정보처리,24,2,0
직업탐구,수산·해운 정보처리,21,1,0
직업탐구,농업 이해,69,4,3
직업탐구,농업 이해,67,7,6
직업탐구,농업 이해,66,11,5
직업탐구,농업 이해,65,7,5
직업탐구,농업 이해,64,15,16
직업탐구,농업 이해,62,17,9
직업탐구,농업 이해,61,29,17
직업탐구,농업 이해,60,18,17
직업탐구,농업 이해,59,19,16
직업탐구,농업 이해,58,25,13
직업탐구,농업 이해,57,16,17
직업탐구,농업 이해,56,24,27
직업탐구,농업 이해,55,23,19
직업탐구,농업 이해,54,25,20
직업탐구,농업 이해,53,33,24
직업탐구,농업 이해,52,25,20
직업탐구,농업 이해,50,31,27
직업탐구,농업 이해,49,34,18
직업탐구,농업 이해,48,14,18
직업탐구,농업 이해,47,37,22
직업탐구,농업 이해,46,17,17
직업탐구,농업 이해,45,22,10
직업탐구,농업 이해,44,22,14
직업탐구,농업 이해,43,20,13
직업탐구,농업 이해,42,12,12
직업탐구,농업 이해,41,6,5
직업탐구,농업 이해,40,14,6
직업탐구,농업 이해,38,11,3
직업탐구,농업 이해,37,4,5
직업탐구,농업 이해,36,10,5
직업탐구,농업 이해,35,7,3
직업탐구,농업 이해,34,7,4
직업탐구,농업 이해,33,13,1
직업탐구,농업 이해,32,5,2
직업탐구,농업 이해,31,3,4
직업탐구,농업 이해,30,5,2
직업탐구,농업 이해,29,3,4
직업탐구,농업 이해,28,6,3
직업탐구,농업 이해,26,4,4
직업탐구,농업 이해,25,6,3
직업탐구,농업 이해,24,5,0
직업탐구,농업 이해,23,1,1
직업탐구,농업 이해,22,3,0
직업탐구,농업 이해,21,3,1
직업탐구,농업 이해,20,1,1
직업탐구,농업 이해,18,1,0
직업탐구,농업 기초 기술,77,0,1
직업탐구,농업 기초 기술,74,1,1
직업탐구,농업 기초 기술,73,1,1
직업탐구,농업 기초 기술,72,4,4
직업탐구,농업 기초 기술,71,6,2
직업탐구,농업 기초 기술,70,3,4
직업탐구,농업 기초 기술,69,11,4
직업탐구,농업 기초 기술,68,7,7
직업탐구,농업 기초 기술,67,6,3
직업탐구,농업 기초 기술,66,13,7
직업탐구,농업 기초 기술,65,8,7
직업탐구,농업 기초 기술,64,11,9
직업탐구,농업 기초 기술,62,15,12
직업탐구,농업 기초 기술,61,9,7
직업탐구,농업 기초 기술,60,10,16
직업탐구,농업 기초 기술,59,15,7
직업탐구,농업 기초 기술,58,10,9
직업탐구,농업 기초 기술,57,12,11
직업탐구,농업 기초 기술,56,17,11
직업탐구,농업 기초 기술,55,13,13
직업탐구,농업 기초 기술,54,14,22
직업탐구,농업 기초 기술,53,27,15
직업탐구,농업 기초 기술,52,19,9
직업탐구,농업 기초 기술,51,23,17
직업탐구,농업 기초 기술,50,25,15
직업탐구,농업 기초 기술,49,28,18
직업탐구,농업 기초 기술,48,24,14
직업탐구,농업 기초 기술,47,20,12
직업탐구,농업 기초 기술,46,25,22
직업탐구,농업 기초 기술,44,27,14
직업탐구,농업 기초 기술,43,25,9
직업탐구,농업 기초 기술,42,20,15
직업탐구,농업 기초 기술,41,18,17
직업탐구,농업 기초 기술,40,21,10
직업탐구,농업 기초 기술,39,19,8
직업탐구,농업 기초 기술,38,16,13
직업탐구,농업 기초 기술,37,16,8
직업탐구,농업 기초 기술,36,12,4
직업탐구,농업 기초 기술,35,5,3
직업탐구,농업 기초 기술,34,14,3
직업탐구,농업 기초 기술,33,6,4
직업탐구,농업 기초 기술,32,7,3
직업탐구,농업 기초 기술,31,4,0
직업탐구,농업 기초 기술,30,4,1
직업탐구,농업 기초 기술,29,2,2
직업탐구,농업 기초 기술,28,1,0
직업탐구,농업 기초 기술,26,2,0
직업탐구,공업 입문,79,4,2
직업탐구,공업 입문,77,8,2
직업탐구,공업 입문,75,40,6
직업탐구,공업 입문,74,2,0
직업탐구,공업 입문,73,39,8
직업탐구,공업 입문,72,83,13
직업탐구,공업 입문,71,13,2
직업탐구,공업 입문,70,100,20
직업탐구,공업 입문,69,128,21
직업탐구,공업 입문,67,72,19
직업탐구,공업 입문,66,215,51
직업탐구,공업 입문,65,196,37
직업탐구,공업 입문,64,196,50
직업탐구,공업 입문,63,325,59
직업탐구,공업 입문,62,245,44
직업탐구,공업 입문,60,322,82
직업탐구,공업 입문,59,357,72
직업탐구,공업 입문,58,358,70
직업탐구,공업 입문,57,450,107
직업탐구,공업 입문,56,442,67
직업탐구,공업 입문,55,468,100
직업탐구,공업 입문,54,502,106
직업탐구,공업 입문,52,477,84
직업탐구,공업 입문,51,519,98
직업탐구,공업 입문,50,456,107
직업탐구,공업 입문,49,461,110
직업탐구,공업 입문,48,518,106
직업탐구,공업 입문,47,460,89
직업탐구,공업 입문,45,455,110
직업탐구,공업 입문,44,419,86
직업탐구,공업 입문,43,398,91
직업탐구,공업 입문,42,375,92
직업탐구,공업 입문,41,325,70
직업탐구,공업 입문,40,293,70
직업탐구,공업 입문,39,321,64
직업탐구,공업 입문,37,265,58
직업탐구,공업 입문,36,244,48
직업탐구,공업 입문,35,227,52
직업탐구,공업 입문,34,191,30
직업탐구,공업 입문,33,140,31
직업탐구,공업 입문,32,150,20
직업탐구,공업 입문,30,73,21
