      1.00000       22.216874       4.9496782
      2.00000       8.0178473       1.7817048
      3.00000       4.2865792      0.90932396
      4.00000       2.4903361      0.52024613
      5.00000       1.9666491      0.40218625
      6.00000       1.1076350      0.24651128
      7.00000      0.95271522      0.19136790
      8.00000       1.1183075      0.24260209
      9.00000      0.70468483      0.15188590
      10.0000      0.49644087      0.10044325
      11.0000      0.48299673     0.098375267
      12.0000      0.52624365      0.10577357
      13.0000      0.43487851     0.093579249
      14.0000      0.40506599     0.085086924
      15.0000      0.20387218     0.043725342
      16.0000      0.22523862     0.048712917
      17.0000      0.15497835     0.032143950
      18.0000      0.25210112     0.054094405
      19.0000      0.21110002     0.046864379
      20.0000      0.11262573     0.024335844
      21.0000      0.17771929     0.038766313
      22.0000      0.21205932     0.046757995
      23.0000      0.10289928     0.022708194
      24.0000     0.072401719     0.015817808
      25.0000      0.10272535     0.022080894
      26.0000      0.10354564     0.021336201
      27.0000     0.098895894     0.020709140
      28.0000     0.083245209     0.018196455
      29.0000     0.044160825    0.0092696464
      30.0000     0.085296508     0.017739662
      31.0000     0.084870701     0.017677517
      32.0000     0.058158345     0.011894251
      33.0000     0.060562771     0.012253409
      34.0000     0.046810893    0.0094816472
      35.0000     0.040334004    0.0081240382
      36.0000     0.042711531    0.0092222057
      37.0000     0.036172715    0.0072906152
      38.0000     0.057337259     0.011548474
      39.0000     0.032836640    0.0071760208
      40.0000     0.037389293    0.0079728727
      41.0000     0.033355217    0.0070786247
      42.0000     0.024067704    0.0052557239
      43.0000     0.030268039    0.0067321209
      44.0000     0.028485895    0.0060055458
      45.0000     0.024566213    0.0049709088
      46.0000     0.028409477    0.0062967893
      47.0000     0.023925428    0.0051382130
      48.0000     0.017485706    0.0035822398
      49.0000     0.029751762    0.0061466736
      50.0000     0.019215777    0.0038661507
      51.0000     0.018225922    0.0038132883
      52.0000     0.013189833    0.0029139478
      53.0000     0.020996271    0.0043556628
      54.0000    0.0098808765    0.0019776640
      55.0000     0.017767384    0.0039875126
      56.0000     0.013373539    0.0027509867
      57.0000     0.013189924    0.0029080236
      58.0000     0.012965981    0.0028037241
      59.0000     0.010373184    0.0021825194
      60.0000    0.0090810426    0.0018622605
      61.0000    0.0094107699    0.0019362141
      62.0000     0.012983752    0.0027704057
      63.0000    0.0093867867    0.0019367105
      64.0000     0.012776825    0.0027507993
      65.0000    0.0099129780    0.0021114467
      66.0000    0.0089296575    0.0018119071
      67.0000    0.0058273657    0.0011766818
      68.0000    0.0087041135    0.0017592700
      69.0000    0.0089129684    0.0018896863
      70.0000    0.0067610188    0.0013787270
      71.0000    0.0062060457    0.0013122598
      72.0000    0.0068516145    0.0015333208
      73.0000    0.0056779805    0.0012695580
      74.0000    0.0067588433    0.0014332610
      75.0000    0.0062108907    0.0013813699
      76.0000    0.0057769815    0.0012368167
      77.0000    0.0077339555    0.0017054143
      78.0000    0.0066871707    0.0014450865
      79.0000    0.0063798245    0.0014197008
      80.0000    0.0064042080    0.0013591802
      81.0000    0.0048794579    0.0010808888
      82.0000    0.0060485722    0.0012307569
      83.0000    0.0064699751    0.0013592316
      84.0000    0.0057983379    0.0011810401
      85.0000    0.0047383776   0.00099327148
      86.0000    0.0046834942   0.00093875778
      87.0000    0.0050853698    0.0010754015
      88.0000    0.0044990029   0.00097810858
      89.0000    0.0049096222    0.0010397149
      90.0000    0.0048051474    0.0010742578
      91.0000    0.0042074459   0.00089672998
      92.0000    0.0047527958   0.00098763925
      93.0000    0.0036660727   0.00076840798
      94.0000    0.0037699566   0.00079641937
      95.0000    0.0035220861   0.00074790767
      96.0000    0.0031462558   0.00067382893
      97.0000    0.0038007326   0.00083382389
      98.0000    0.0013489427   0.00029598811
      99.0000    0.0036043961   0.00074883356
      100.000    0.0027297100   0.00060786521
